"Bacteria","Degree","Strength","Betweenness","Eigen_vector"
"Bifidobacterium_gallicum_DSM_20093",19,6.647344755,25,0.000338191391803776
"Methanobrevibacter_smithii_DSM_2375",19,6.021677934,26,0.26055887467502
"Butyrivibrio_crossotus_DSM_2876",18,6.116239026,146,0.0985810031566968
"Coprobacillus_sp_D7",18,6.695160316,69,0.00986864504129662
"Bifidobacterium_angulatum_DSM_20098",18,6.899534626,21,0.00683795388179441
"Clostridium_sp_7_2_43FAA",18,6.915058251,21,0.00062415503876444
"Haemophilus_influenzae_NTHi_86_028NP",18,5.831413071,324,0.00151944534499874
"Escherichia_coli_O157_H7_EC4115",17,5.7261891,7,0.137848466142894
"Akkermansia_muciniphila_ATCC_BAA_835",17,5.572792179,12,0.160204102402647
"Streptococcus_gordonii_Challis_CH1",17,5.652343497,416,0.00986252064501859
"Catenibacterium_mitsuokai_DSM_15897",15,4.907648868,21,0.147475895289502
"Coprococcus_eutactus_ATCC_27759",15,5.045287826,7,0.167767441853456
"Clostridium_perfringens_ATCC_13124",15,5.429345684,74,0.000136638757615436
"Cronobacter_sakazakii_ATCC_BAA_894",15,5.940708599,7,4.20371042070375e-05
"Ruminococcus_gnavus_ATCC_29149",14,5.736720798,7,0.0922789871306576
"Citrobacter_koseri_ATCC_BAA_895",14,5.815303944,10,0.000103406397286167
"Citrobacter_sp_30_2",14,5.03201292,168,0.000350279993480952
"Escherichia_fergusonii_UMN026_ATCC_35469",14,4.799156974,315,0.00289382265536218
"Finegoldia_magna_ATCC_29328",14,5.764406999,5,0.000180980920849699
"Lactobacillus_fermentum_IFO_3956",14,5.251038093,87,0.000547650879241284
"Pasteurella_multocida_multocida_Pm70",14,6.512696613,0,7.1781641658525e-05
"Bifidobacterium_breve_DSM_20213",13,4.527213603,88,0.0231670183370986
"Blautia_hydrogenotrophica_DSM_10507",13,4.695012491,278,0.0379372268002726
"Campylobacter_concisus_13826",13,4.902283919,151,4.08564448059967e-05
"Haemophilus_parasuis_SH0165",13,6.05232371,11,5.4239815614824e-05
"Klebsiella_pneumoniae_342",13,5.241752438,11,0.000177051832150957
"Clostridium_symbiosum_WAL_14163",12,4.71251701,12,0.0524477541591689
"Desulfovibrio_piger_ATCC_29098",12,4.071703704,3,0.133327104812246
"Actinobacillus_pleuropneumoniae_sv_7_AP76",11,5.247445534,5,3.4644930111186e-05
"Anaerococcus_hydrogenalis_DSM_7454",11,4.714843266,52,8.34814738501935e-05
"Enterobacter_sp_638",11,5.188983502,2,7.43056438224993e-05
"Lactobacillus_reuteri_SD2112_ATCC_55730",11,4.147959143,37,2.01614356617101e-05
"Bifidobacterium_catenulatum_DSM_16992",10,3.69998617,179,0.0493196843989841
"Anaerostipes_caccae_DSM_14662",10,4.351330045,1,0.00285292176439534
"Enterobacter_cancerogenus_ATCC_35316",9,4.132306909,0,0.000282828812566615
"Streptococcus_mutans_UA159",9,3.853364249,10,0.00183247756801184
"Bacteroides_intestinalis_341_DSM_17393",8,3.301983816,4,0.0280799746892037
"Blautia_hansenii_VPI_C7_24_DSM_20583",8,3.695938581,42,0.0188521248513415
"Campylobacter_hominis_ATCC_BAA_381",8,3.322406738,0,7.80762319022416e-05
"Eubacterium_dolichum_DSM_3991",8,3.791913801,95,0.00246983048442299
"Bacteroides_pectinophilus_ATCC_43243",7,3.290350181,1,0.0240936443071477
"Lactobacillus_gasseri_ATCC_33323",7,3.372328092,0,0.000430801424483226
"Lactobacillus_hilgardii_ATCC_8290",7,3.030671358,149,3.77636336708311e-05
"Lactococcus_lactis_cremoris_MG1363",7,3.136134517,7,9.84532860194916e-05
"Thermoanaerobacter_sp_X514",7,3.212398591,0,6.15871284223003e-05
"Leuconostoc_mesenteroides_mesenteroides_ATCC_8293",6,2.869387528,161,8.51088880232231e-05
"Bacteroides_coprophilus_DSM_18228",6,2.965583301,0,0.0266723016281969
"Bifidobacterium_animalis_lactis_AD011",6,2.819063452,38,0.012992655678379
