"Bacteria","Degree","Strength","Betweenness","Eigen_vector"
"Eubacterium_rectale_M104_1",32,15.184009722,31,0.0145938814299141
"Ruminococcus_sp_SR1_5",32,16.254816015,52,0.0146514031749568
"Finegoldia_magna_ATCC_29328",32,15.240901057,52,0.720548910411308
"Lactobacillus_johnsonii_NCC_533",32,16.569854354,150,0.776596145321313
"Porphyromonas_gingivalis_ATCC_33277",32,16.622682169,0,0.602870013792787
"Staphylococcus_saprophyticus_saprophyticus_ATCC_15305",32,18.071184597,0,0.917553406804358
"Streptococcus_mutans_UA159",32,13.520527536,296,0.605257863891694
"Anaerotruncus_colihominis_DSM_17241",31,15.470787486,61,0.276451831662816
"Bacteroides_dorei_DSM_17855",31,13.754564421,1125,0.0274439504444483
"Bacteroides_ovatus_ATCC_8483",31,14.706077079,70,0.0134398015279787
"Clostridium_sp_7_2_43FAA",31,13.068198521,697,0.437979516512492
"Cronobacter_sakazakii_ATCC_BAA_894",31,17.728307194,8,0.899685406733537
"Escherichia_fergusonii_UMN026_ATCC_35469",31,13.194456362,118,0.657604779319422
"Klebsiella_pneumoniae_342",31,17.681459242,0,0.895027839501761
"Lactobacillus_ultunensis_DSM_16047",31,14.917916884,61,0.673526240597991
"Leuconostoc_mesenteroides_mesenteroides_ATCC_8293",30,15.812969314,12,0.793282223728817
"Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378",30,14.264260974,602,0.440536236138404
"Lactobacillus_sakei_sakei_23K",30,16.508791738,0,0.835418928600799
"Thermoanaerobacter_sp_X514",30,16.259549869,2,0.820628382984057
"Bifidobacterium_catenulatum_DSM_16992",29,12.993501286,340,0.389439186880367
"Eubacterium_siraeum_70_3",29,12.694351648,40,0.013226704716421
"Ruminococcus_obeum_A2_162",29,12.314546175,836,0.0256883967063121
"Citrobacter_koseri_ATCC_BAA_895",29,16.059405912,0,0.806291433696979
"Enterobacter_cancerogenus_ATCC_35316",29,15.315387945,1,0.778223783598872
"Lactobacillus_acidophilus_NCFM",29,14.911031786,95,0.673226216972313
"Bifidobacterium_adolescentis_L2_32",28,11.224121255,368,0.00784180306192221
"Actinobacillus_pleuropneumoniae_sv_7_AP76",28,12.363069878,223,0.572354948754848
"Eubacterium_biforme_DSM_3989",27,11.748941123,27,0.0102199398273035
"Eubacterium_ventriosum_ATCC_27560",27,11.580345062,55,0.00966187522274298
"Citrobacter_sp_30_2",27,13.449783864,65,0.616748876090039
"Haemophilus_parasuis_SH0165",27,11.951897654,435,0.54058591434287
"Enterobacter_sp_638",26,14.144227885,1,0.646748306318206
"Salmonella_enterica_sv_Heidelberg_SL476_CVM30485",26,13.317168432,140,0.576809434344849
"Coprococcus_eutactus_ATCC_27759",25,10.367397157,140,0.00875973181374488
"Methanobrevibacter_smithii_DSM_2375",25,10.82405763,91,0.363636483566391
"Bacteroides_caccae_ATCC_43185",24,10.786020931,14,0.00660494806839723
"Bacteroides_thetaiotaomicron_VPI_5482",24,10.560541126,13,0.00590346105218789
"Clostridium_nexile_DSM_1787",24,13.025168267,130,0.157409472540604
"Campylobacter_hominis_ATCC_BAA_381",24,10.218669288,134,0.507690628550977
"Bacteroides_pectinophilus_ATCC_43243",23,11.946033737,313,0.110115078257298
"Holdemania_filiformis_VPI_J1_31B_1_DSM_12042",23,12.04041731,227,0.110139405878754
"Pseudoflavonifractor_capillosus_ATCC_29799",23,11.789909301,47,0.102572650518717
"Ruminococcus_lactaris_ATCC_29176",23,9.938919474,25,0.00622393915266995
"Bifidobacterium_longum_longum_CCUG_52486",22,9.517384626,895,0.0273403309755887
"Clostridium_leptum_DSM_753",22,11.402459402,582,0.105452697182098
"Clostridium_sp_M62_1",22,12.033964039,137,0.108856342960086
"Ruminococcus_gnavus_ATCC_29149",22,11.349402736,710,0.130681867705766
"Subdoligranulum_variabile_DSM_15176",22,10.996212124,371,0.0595730303624526
"Pasteurella_multocida_multocida_Pm70",22,10.094663145,95,0.43140770063981
"Clostridium_bolteae_ATCC_BAA_613",21,9.090673433,123,0.106671068004217
"Parabacteroides_johnsonii_DSM_18315",21,9.958234025,842,0.0621168085378017
"Prevotella_copri_CB7_DSM_18205",21,9.738501053,16,0.00442574861053061
"Streptococcus_thermophilus_LMD_9",19,9.959024507,0,0.104729120139005
"Helicobacter_pullorum_MIT_98_5489",19,8.972873547,22,0.306081381782282
"Bacteroides_stercoris_ATCC_43183",18,8.217040055,3,0.00438072686972723
"Parabacteroides_merdae_ATCC_43184",18,9.129564438,1,0.00458121399557097
"Ruminococcus_bromii_L2_63",17,7.180735824,29,0.0035302502979041
"Desulfovibrio_piger_ATCC_29098",17,7.151597848,46,0.0045731652058056
"Alistipes_putredinis_DSM_17216",16,7.651731643,2,0.00300504929104348
"Bacteroides_uniformis_ATCC_8492",15,7.757831726,1,0.00333229277799915
"Catenibacterium_mitsuokai_DSM_15897",15,6.762201776,41,0.00473202985156483
"Clostridium_bartlettii_DSM_16795",15,6.233332874,180,0.0818935706221681
"Bacteroides_finegoldii_DSM_17565",13,5.749139444,142,0.00309088704114083
"Bacteroides_cellulosilyticus_DSM_14838",12,5.520912309,9,0.0029171788833673
"Bacteroides_fragilis_3_1_12",12,5.281254024,1506,0.0228885251355399
"Clostridium_perfringens_ATCC_13124",12,5.534993256,2,0.13131967709941
"Clostridium_spiroforme_DSM_1552",12,5.450058985,476,0.0598206687718529
"Enterococcus_sp_7L76",12,5.816891719,1,0.173960742675911
"Lactobacillus_reuteri_SD2112_ATCC_55730",12,5.956899442,9,0.122227162221621
"Bacteroides_eggerthii_DSM_20697",11,5.243725087,5,0.0033193159900348
"Clostridium_sp_L2_50",11,5.116809681,13,0.00200948449123108
"Bifidobacterium_bifidum_NCIMB_41171",10,5.172937688,4,0.106169243395989
"Bifidobacterium_angulatum_DSM_20098",9,4.371609754,2,0.0933486755118259
"Lactobacillus_fermentum_IFO_3956",9,4.581615313,64,0.107852262918431
"Methanosphaera_stadtmanae_DSM_3091",9,4.809296216,4,0.0783591408093235
"Butyrivibrio_crossotus_DSM_2876",8,4.150515008,153,0.000737925526077966
"Akkermansia_muciniphila_ATCC_BAA_835",7,3.697643072,1,0.00108580904976694
"Eubacterium_dolichum_DSM_3991",7,3.595734222,584,0.0385507947065139
"Proteus_mirabilis_HI4320",7,3.642225093,166,0.0692424649454383
"Haemophilus_influenzae_NTHi_86_028NP",6,3.93016255,0,0.0454678195313598
"Lactobacillus_casei_casei_BL23",6,3.703498935,0,0.0479126199133799
"Lactobacillus_gasseri_ATCC_33323",6,3.995712022,97,0.00169129802592001
"Lactobacillus_salivarius_HO66_ATCC_11741",6,4.055997071,0,0.00165457194043644
"Proteus_penneri_ATCC_35198",6,3.966711923,224,0.00165592713620549
"Bacteroides_coprocola_M16_DSM_17136",5,2.910671802,0,0.000261277193957193
"Lactobacillus_paracasei_ATCC_25302",5,3.137870261,0,0.025186124726806
"Tropheryma_whipplei_Twist",5,3.776356621,0,0.000212101904452971
"Bacteroides_plebeius_M12_DSM_17135",4,2.695961141,1,0.0001227110534685
"Megamonas_hypermegale_ART12_1",4,2.632357981,0,0.00976864479280943
"Bacteroides_coprophilus_DSM_18228",3,2.389073516,0,2.04959197909468e-05
"Lactobacillus_hilgardii_ATCC_8290",2,2,0,9.80133757677499e-18
"Mitsuokella_multacida_DSM_20544",2,2,0,0
