"Bacteria","Degree","Strength","Betweenness","Eigen_vector"
"Prevotella_copri_CB7_DSM_18205",6,2.958939121,73,0.00625569295017098
"Escherichia_fergusonii_UMN026_ATCC_35469",6,2.890876045,5,0.000546555639578532
"Lactobacillus_paracasei_ATCC_25302",6,3.139190698,242,2.70247166354155e-05
"Catenibacterium_mitsuokai_DSM_15897",5,2.821685593,8,0.00370311862094964
"Lactobacillus_casei_casei_BL23",5,2.843297023,0,7.92277022796686e-07
"Lactobacillus_hilgardii_ATCC_8290",5,2.871638046,0,7.11806929665162e-07
"Staphylococcus_saprophyticus_saprophyticus_ATCC_15305",5,2.78125543,0,4.54259539284692e-05
"Bacteroides_coprophilus_DSM_18228",4,2.505247761,1,0.000776803839677936
"Bacteroides_pectinophilus_ATCC_43243",4,2.599004206,0,0.00719768080238364
"Bifidobacterium_pseudocatenulatum_DSM_20438",4,2.436960951,1,0.0135474761432026
"Mitsuokella_multacida_DSM_20544",4,2.595260883,1,0.00328130394332371
"Enterobacter_cancerogenus_ATCC_35316",3,2.315801789,0,2.15884055351819e-06
"Tropheryma_whipplei_Twist",3,2.217412748,0,1.89751523945184e-05
"Bifidobacterium_catenulatum_DSM_16992",2,2,0,0
"Bifidobacterium_animalis_lactis_AD011",2,2,0,0
"Bifidobacterium_bifidum_NCIMB_41171",2,2,0,0
"Campylobacter_hominis_ATCC_BAA_381",2,2,0,0
"Klebsiella_pneumoniae_342",2,2,0,0
"Lactobacillus_acidophilus_NCFM",2,2,0,0
"Lactobacillus_delbrueckii_bulgaricus_ATCC_11842",2,2,0,0
"Lactobacillus_sakei_sakei_23K",2,2,0,0
"Megamonas_hypermegale_ART12_1",2,2,0,0
"Methanosphaera_stadtmanae_DSM_3091",2,2,0,0
