"Bacteria","Degree","Strength","Betweenness","Eigen_vector"
"Lactobacillus_delbrueckii_bulgaricus_ATCC_11842",26,11.92457502,178,0.000815267891377883
"Clostridium_bolteae_ATCC_BAA_613",25,14.478517518,44,0.0236096409640754
"Clostridium_leptum_DSM_753",25,11.286849751,238,0.25807620683833
"Clostridium_nexile_DSM_1787",25,14.046612752,124,0.0383459193958774
"Subdoligranulum_variabile_DSM_15176",25,11.924273009,701,0.1203155467112
"Anaerotruncus_colihominis_DSM_17241",24,13.710693434,4,0.0352224143351854
"Bifidobacterium_pseudocatenulatum_DSM_20438",24,10.267958418,772,0.317606736658119
"Clostridium_bartlettii_DSM_16795",24,12.474034237,117,0.0220333436483596
"Dorea_longicatena_DSM_13814",24,12.697722802,0,0.373208746228372
"Parabacteroides_johnsonii_DSM_18315",24,13.289728684,3,0.0328964096876287
"Pseudoflavonifractor_capillosus_ATCC_29799",24,12.069320834,400,0.104115566013456
"Enterococcus_faecalis_TX1322",24,11.334921389,100,0.00114659586960755
"Lactobacillus_salivarius_HO66_ATCC_11741",24,11.120057854,692,0.00145753274827364
"Thermoanaerobacter_sp_X514",24,12.719236276,58,0.00126689289310853
"Bacteroides_caccae_ATCC_43185",23,10.473401843,21,0.279126062219755
"Prevotella_copri_CB7_DSM_18205",23,10.445694997,27,0.246015128118588
"Ruminococcus_lactaris_ATCC_29176",23,11.551038233,819,0.09794688973215
"Anaerococcus_hydrogenalis_DSM_7454",23,11.451626943,191,0.000915921737883124
"Desulfovibrio_vulgaris_Miyazaki_F",23,11.409278186,2,0.00176518438166181
"Fusobacterium_nucleatum_nucleatum_ATCC_25586",23,11.374688971,352,0.000330833284666442
"Streptococcus_suis_05ZYH33",23,11.108148823,677,0.000142327973079739
"Parabacteroides_merdae_ATCC_43184",22,10.9343149,10,0.290748498018875
"Tropheryma_whipplei_Twist",22,10.751695305,90,0.000136172702808165
"Bacteroides_uniformis_ATCC_8492",21,10.786732089,0,0.294272316658968
"Coprococcus_eutactus_ATCC_27759",21,9.316726188,31,0.380377872987409
"Escherichia_fergusonii_UMN026_ATCC_35469",21,9.76309615,156,0.00246466991967851
"Salmonella_enterica_sv_Heidelberg_SL476_CVM30485",21,10.518992229,39,0.000231971542572009
"Bacteroides_eggerthii_DSM_20697",20,8.799886614,1380,0.0358566929377323
"Akkermansia_muciniphila_ATCC_BAA_835",19,8.272522353,967,0.168126064620445
